addr	xrefs	len	value
7100850c08	1	46	DHM - Setting the modulus and generator failed
7100850c38	1	38	ECP - Bad input parameters to function
7100850c60	1	41	ECP - The buffer is too small to write to
7100850c90	1	95	ECP - The requested feature is not available, for example, the requested curve is not supported
7100850cf0	1	32	ECP - The signature is not valid
7100850d18	1	30	ECP - Memory allocation failed
7100850d38	1	63	ECP - Generation of random value, such as ephemeral key, failed
7100850d78	1	35	ECP - Invalid private or public key
7100850da0	1	65	ECP - The buffer contains a valid signature followed by more data
7100850de8	1	41	ECP - The ECP hardware accelerator failed
7100850e18	0	76	ECP - Operation in progress, call again with the same parameters to continue
7100850e68	1	42	MD - The selected feature is not available
7100850e98	1	37	MD - Bad input parameters to function
7100850ec0	1	30	MD - Failed to allocate memory
7100850ee0	1	38	MD - Opening or reading of file failed
7100850f08	1	35	MD - MD hardware accelerator failed
7100850f30	1	35	PEM - No PEM header or footer found
7100850f58	1	35	PEM - PEM string is not as expected
7100850f80	1	31	PEM - Failed to allocate memory
7100850fa0	1	33	PEM - RSA IV is not in hex-format
7100850fc8	1	42	PEM - Unsupported key encryption algorithm
7100850ff8	1	41	PEM - Private key password can't be empty
7100851028	1	70	PEM - Given private key password does not allow for correct decryption
7100851070	1	62	PEM - Unavailable feature, e.g. hashing/encryption combination
71008510b0	1	38	PEM - Bad input parameters to function
71008510d8	1	29	PK - Memory allocation failed
71008510f8	1	59	PK - Type mismatch, eg attempt to encrypt with an ECDSA key
7100851138	1	37	PK - Bad input parameters to function
7100851160	1	30	PK - Read/write of file failed
7100851180	1	28	PK - Unsupported key version
71008511a0	1	29	PK - Invalid key tag or value
71008511c0	1	65	PK - Key algorithm is unsupported (only RSA and EC are supported)
7100851208	1	40	PK - Private key password can't be empty
7100851238	1	69	PK - Given private key password does not allow for correct decryption
7100851280	1	71	PK - The pubkey tag or value is invalid (only RSA and EC are supported)
71008512c8	1	42	PK - The algorithm tag or value is invalid
71008512f8	1	67	PK - Elliptic curve is unsupported (only NIST curves are supported)
7100851340	1	55	PK - Unavailable feature, e.g. RSA disabled for RSA key
7100851378	1	64	PK - The buffer contains a valid signature followed by more data
71008513c0	1	35	PK - PK hardware accelerator failed
71008513e8	1	41	PKCS12 - Bad input parameters to function
7100851418	1	66	PKCS12 - Feature not available, e.g. unsupported encryption scheme
7100851460	1	39	PKCS12 - PBE ASN.1 data not as expected
7100851488	1	73	PKCS12 - Given private key password does not allow for correct decryption
71008514d8	0	40	PKCS5 - Bad input parameters to function
7100851508	1	29	PKCS5 - Unexpected ASN.1 data
7100851528	1	56	PKCS5 - Requested encryption or digest alg not available
7100851568	1	72	PKCS5 - Given private key password does not allow for correct decryption
71008515b8	1	38	RSA - Bad input parameters to function
71008515e0	1	57	RSA - Input data contains invalid padding and is rejected
7100851620	1	49	RSA - Something failed during generation of a key
7100851658	1	58	RSA - Key failed to pass the validity check of the library
7100851698	1	37	RSA - The public key operation failed
71008516c0	1	38	RSA - The private key operation failed
71008516e8	1	36	RSA - The PKCS#1 verification failed
7100851710	1	58	RSA - The output buffer for decryption is not large enough
7100851750	1	55	RSA - The random generator failed to generate non-zeros
7100851788	1	133	RSA - The implementation does not offer the requested operation, for example, because of security violations or lack of functionality
7100851810	1	37	RSA - RSA hardware accelerator failed
7100851838	1	44	SSL - The requested feature is not available
7100851868	1	38	SSL - Bad input parameters to function
7100851890	1	44	SSL - Verification of the message MAC failed
71008518c0	1	40	SSL - An invalid SSL record was received
71008518f0	1	37	SSL - The connection indicated an EOF
7100851918	1	36	SSL - An unknown cipher was received
7100851940	1	62	SSL - The server has no ciphersuites in common with the client
7100851980	1	43	SSL - No RNG was provided to the SSL module
71008519b0	1	95	SSL - No client certification received from the client, but required by the authentication mode
7100851a10	1	71	SSL - Our own certificate(s) is/are too large to send in an SSL message
7100851a58	1	62	SSL - The own certificate is not set, but needed by the server
7100851a98	1	66	SSL - The own private key or pre-shared key is not set, but needed
7100851ae0	1	49	SSL - No CA Chain is set, but required to operate
7100851b18	1	54	SSL - An unexpected message was received from our peer
7100851b50	1	54	SSL - A fatal alert message was received from our peer
7100851b88	1	37	SSL - Verification of our peer failed
7100851bb0	1	68	SSL - The peer notified us that the connection is going to be closed
7100851bf8	1	60	SSL - Processing of the ClientHello handshake message failed
7100851c38	1	60	SSL - Processing of the ServerHello handshake message failed
7100851c78	1	60	SSL - Processing of the Certificate handshake message failed
7100851cb8	1	67	SSL - Processing of the CertificateRequest handshake message failed
7100851d00	1	66	SSL - Processing of the ServerKeyExchange handshake message failed
7100851d48	1	64	SSL - Processing of the ServerHelloDone handshake message failed
7100851d90	1	66	SSL - Processing of the ClientKeyExchange handshake message failed
7100851dd8	1	92	SSL - Processing of the ClientKeyExchange handshake message failed in DHM / ECDH Read Public
7100851e38	1	97	SSL - Processing of the ClientKeyExchange handshake message failed in DHM / ECDH Calculate Secret
7100851ea0	1	66	SSL - Processing of the CertificateVerify handshake message failed
7100851ee8	1	65	SSL - Processing of the ChangeCipherSpec handshake message failed
7100851f30	0	57	SSL - Processing of the Finished handshake message failed
7100851f70	1	30	SSL - Memory allocation failed
7100851f90	1	56	SSL - Hardware acceleration function returned with error
7100851fd0	1	62	SSL - Hardware acceleration function skipped / left alone data
7100852010	1	58	SSL - Processing of the compression / decompression failed
7100852050	1	54	SSL - Handshake protocol not within min/max boundaries
7100852088	1	65	SSL - Processing of the NewSessionTicket handshake message failed
71008520d0	1	32	SSL - Session ticket has expired
71008520f8	1	84	SSL - Public key type mismatch (eg, asked for RSA key exchange and presented EC key)
7100852150	1	50	SSL - Unknown identity received (eg, PSK identity)
7100852188	1	67	SSL - Internal error (eg, unexpected failure in lower-level module)
71008521d0	1	60	SSL - A counter would wrap (eg, too many messages exchanged)
7100852210	0	56	SSL - Unexpected message at ServerHello in renegotiation
7100852250	1	51	SSL - DTLS client must retry for hello verification
7100852288	1	57	SSL - A buffer is too small to receive or write a message
71008522c8	1	97	SSL - None of the common ciphersuites is usable (eg, no suitable certificate, see debug messages)
7100852330	1	75	SSL - No data of requested type currently available on underlying transport
7100852380	1	38	SSL - Connection requires a write call
71008523a8	1	29	SSL - The operation timed out
71008523c8	1	57	SSL - The client initiated a reconnect from the same port
7100852408	1	51	SSL - Record header looks valid but is not expected
7100852440	1	60	SSL - The alert message received indicates a non-fatal error
7100852480	1	59	SSL - Couldn't set the hash for verifying CertificateVerify
71008524c0	1	84	SSL - Internal-only message signaling that further message-processing should be done
7100852518	1	53	SSL - The asynchronous operation is not completed yet
7100852550	1	66	SSL - Internal-only message signaling that a message arrived early
7100852598	1	65	SSL - An encrypted DTLS-frame with an unexpected CID was received
71008525e0	1	71	SSL - An operation failed due to an unexpected version or configuration
7100852628	1	63	SSL - A cryptographic operation is in progress. Try again later
7100852668	1	33	SSL - Invalid value in SSL config
7100852690	1	67	X509 - Unavailable feature, e.g. RSA hashing/encryption combination
71008526d8	1	31	X509 - Requested OID is unknown
71008526f8	1	70	X509 - The CRT/CRL/CSR format is invalid, e.g. different type expected
7100852740	1	49	X509 - The CRT/CRL/CSR version element is invalid
7100852778	1	41	X509 - The serial tag or value is invalid
71008527a8	1	44	X509 - The algorithm tag or value is invalid
71008527d8	1	39	X509 - The name tag or value is invalid
7100852800	1	39	X509 - The date tag or value is invalid
7100852828	1	41	X509 - The signature tag or value invalid
7100852858	1	44	X509 - The extension tag or value is invalid
7100852888	1	52	X509 - CRT/CRL/CSR has an unsupported version number
71008528c0	1	47	X509 - Signature algorithm (oid) is unsupported
71008528f0	1	77	X509 - Signature algorithms do not match. (see \c ::mbedtls_x509_crt sig_oid)
7100852940	1	78	X509 - Certificate verification failed, e.g. CRL, CA or signature check failed
7100852990	1	42	X509 - Format not recognized as DER or PEM
71008529c0	1	20	X509 - Input invalid
71008529d8	1	34	X509 - Allocation of memory failed
7100852a00	1	32	X509 - Read/write of file failed
7100852a28	1	38	X509 - Destination buffer is too small
7100852a50	1	83	X509 - A fatal error occurred, eg the chain is too long or the vrfy callback failed
7100852aa8	1	24	AES - Invalid key length
7100852ac8	1	24	AES - Invalid input data
7100852ae8	1	69	AES - Feature not available. For example, an unsupported AES key size
7100852b30	1	37	AES - AES hardware accelerator failed
7100852b58	1	39	ARC4 - ARC4 hardware accelerator failed
7100852b80	1	54	ASN1 - Out of data when parsing an ASN1 data structure
7100852bb8	1	42	ASN1 - ASN1 tag was of an unexpected value
7100852be8	1	66	ASN1 - Error when trying to determine the length or invalid length
7100852c30	1	49	ASN1 - Actual length differs from expected length
7100852c68	1	22	ASN1 - Data is invalid
7100852c80	1	31	ASN1 - Memory allocation failed
7100852ca0	1	57	ASN1 - Buffer too small when writing ASN.1 data structure
7100852ce0	1	32	BASE64 - Output buffer too small
7100852d08	1	35	BASE64 - Invalid character in input
7100852d30	1	66	BIGNUM - An error occurred while reading from or writing to a file
7100852d78	1	41	BIGNUM - Bad input parameters to function
7100852da8	1	58	BIGNUM - There is an invalid character in the digit string
7100852de8	1	44	BIGNUM - The buffer is too small to write to
7100852e18	1	69	BIGNUM - The input arguments are negative or result in illegal output
7100852e60	1	70	BIGNUM - The input argument for division is zero, which is not allowed
7100852ea8	1	47	BIGNUM - The input arguments are not acceptable
7100852ed8	1	33	BIGNUM - Memory allocation failed
7100852f00	1	25	BLOWFISH - Bad input data
7100852f20	1	36	BLOWFISH - Invalid data input length
7100852f48	1	47	BLOWFISH - Blowfish hardware accelerator failed
7100852f78	1	25	CAMELLIA - Bad input data
7100852f98	1	36	CAMELLIA - Invalid data input length
7100852fc0	1	47	CAMELLIA - Camellia hardware accelerator failed
7100852ff0	1	42	CCM - Bad input parameters to the function
7100853020	1	37	CCM - Authenticated decryption failed
7100853048	1	37	CCM - CCM hardware accelerator failed
7100853070	1	37	CHACHA20 - Invalid input parameter(s)
7100853098	1	83	CHACHA20 - Feature not available. For example, s part of the API is not implemented
71008530f0	1	47	CHACHA20 - Chacha20 hardware accelerator failed
7100853120	1	74	CHACHAPOLY - The requested operation is not permitted in the current state
7100853170	1	68	CHACHAPOLY - Authenticated decryption failed: data was not authentic
71008531b8	1	36	CTR_DRBG - The entropy source failed
71008531e0	1	56	CTR_DRBG - The requested random buffer length is too big
7100853220	1	61	CTR_DRBG - The input (entropy + additional data) is too large
7100853260	1	38	CTR_DRBG - Read or write error in file
7100853288	1	42	DES - The data input has an invalid length
71008532b8	1	37	DES - DES hardware accelerator failed
71008532e0	1	41	ENTROPY - Critical entropy source failure
7100853310	1	38	ENTROPY - No more sources can be added
7100853338	1	44	ENTROPY - No sources have been added to poll
7100853368	1	51	ENTROPY - No strong sources have been added to poll
71008533a0	1	34	ENTROPY - Read/write error in file
71008533c8	1	21	ERROR - Generic error
71008533e0	1	36	ERROR - This is a bug in the library
7100853408	1	37	GCM - Authenticated decryption failed
7100853430	1	37	GCM - GCM hardware accelerator failed
7100853458	1	38	GCM - Bad input parameters to function
7100853480	1	31	AES - Invalid data input length
71008534a0	1	52	HMAC_DRBG - Too many random requested in single call
71008534d8	1	50	HMAC_DRBG - Input too large (Entropy + additional)
7100853510	1	36	HMAC_DRBG - Read/write error in file
7100853538	1	37	HMAC_DRBG - The entropy source failed
7100853560	1	37	MD5 - MD5 hardware accelerator failed
7100853588	1	29	NET - Failed to open a socket
71008535a8	1	54	NET - The connection to the given server / port failed
71008535e0	1	34	NET - Binding of the socket failed
7100853608	1	36	NET - Could not listen on the socket
7100853630	1	46	NET - Could not accept the incoming connection
7100853660	1	48	NET - Reading information from the socket failed
7100853698	1	51	NET - Sending information through the socket failed
71008536d0	1	34	NET - Connection was reset by peer
71008536f8	1	56	NET - Failed to get an IP address for the given hostname
7100853738	1	42	NET - Buffer is too small to hold the data
7100853768	1	56	NET - The context is invalid, eg because it was free()ed
71008537a8	1	36	NET - Polling the net context failed
71008537d0	1	19	NET - Input invalid
71008537e8	1	22	OID - OID is not found
7100853800	1	32	OID - output buffer is too small
7100853828	1	38	PADLOCK - Input data should be aligned
7100853850	1	38	PLATFORM - Hardware accelerator failed
7100853878	1	65	PLATFORM - The requested feature is not supported by the platform
71008538c0	1	37	POLY1305 - Invalid input parameter(s)
71008538e8	1	83	POLY1305 - Feature not available. For example, s part of the API is not implemented
7100853940	1	47	POLY1305 - Poly1305 hardware accelerator failed
7100853970	1	49	RIPEMD160 - RIPEMD160 hardware accelerator failed
71008539a8	1	40	SHA1 - SHA-1 hardware accelerator failed
71008539d8	1	37	SHA1 - SHA-1 input data was malformed
7100853a00	1	44	SHA256 - SHA-256 hardware accelerator failed
7100853a30	1	41	SHA256 - SHA-256 input data was malformed
7100853a60	1	44	SHA512 - SHA-512 hardware accelerator failed
7100853a90	1	41	SHA512 - SHA-512 input data was malformed
7100853ac0	1	43	XTEA - The data input has an invalid length
7100853af0	1	39	XTEA - XTEA hardware accelerator failed
7100853b18	2	25	UNKNOWN ERROR CODE (%04X)
7100853b38	1	9	RIPEMD160
7100853b58	1	6	SHA224
7100853b60	1	6	SHA256
7100853b68	1	6	SHA384
7100853b70	1	6	SHA512
7100853b78	1	5	rsa.N
7100853b80	1	5	rsa.E
7100853b88	1	7	eckey.Q
7100853b98	1	5	ECDSA
7100853ba0	1	5	EC_DH
7100853bb0	1	11	-----BEGIN 
7100853bc0	1	29	-----END RSA PRIVATE KEY-----
7100853be0	1	31	-----BEGIN RSA PRIVATE KEY-----
7100853c00	1	28	-----END EC PRIVATE KEY-----
7100853c20	1	30	-----BEGIN EC PRIVATE KEY-----
7100853c40	1	25	-----END PRIVATE KEY-----
7100853c60	1	27	-----BEGIN PRIVATE KEY-----
7100853c80	1	35	-----END ENCRYPTED PRIVATE KEY-----
7100853ca8	1	37	-----BEGIN ENCRYPTED PRIVATE KEY-----
7100853d60	1	31	pbeWithSHAAnd3-KeyTripleDES-CBC
7100853d80	1	28	PBE with SHA1 and 3-Key 3DES
7100853db0	1	31	pbeWithSHAAnd2-KeyTripleDES-CBC
7100853dd0	1	28	PBE with SHA1 and 2-Key 3DES
7100853df0	1	8	hmacSHA1
7100853e00	1	10	HMAC-SHA-1
7100853e20	1	10	hmacSHA224
7100853e30	1	12	HMAC-SHA-224
7100853e50	1	10	hmacSHA256
7100853e60	1	12	HMAC-SHA-256
7100853e80	1	10	hmacSHA384
7100853e90	1	12	HMAC-SHA-384
7100853eb0	1	10	hmacSHA512
7100853ec0	1	12	HMAC-SHA-512
7100853ed0	1	6	id-md5
7100853ee0	1	7	id-sha1
7100853ee8	1	5	SHA-1
7100853f00	1	9	id-sha224
7100853f10	1	7	SHA-224
7100853f28	1	9	id-sha256
7100853f48	1	9	id-sha384
7100853f58	1	7	SHA-384
7100853f70	1	9	id-sha512
7100853f80	1	7	SHA-512
7100853f90	1	12	id-ripemd160
7100853fa0	1	10	RIPEMD-160
7100853fc8	1	12	des-ede3-cbc
7100853ff8	1	14	brainpool256r1
7100854018	1	14	brainpool384r1
7100854038	1	14	brainpool512r1
7100854050	1	14	id-ecPublicKey
7100854060	1	14	Generic EC key
7100854078	1	7	id-ecDH
7100854080	1	15	EC key for ECDH
7100854090	0	12	RSA with MD5
71008540b0	0	22	sha-1WithRSAEncryption
71008540c8	0	13	RSA with SHA1
71008540e8	0	16	RSA with SHA-224
7100854110	0	16	RSA with SHA-256
7100854138	0	16	RSA with SHA-384
7100854160	0	16	RSA with SHA-512
7100854188	0	15	ECDSA with SHA1
71008541a8	0	17	ecdsa-with-SHA224
71008541c0	0	17	ECDSA with SHA224
71008541e8	0	17	ecdsa-with-SHA256
7100854200	0	17	ECDSA with SHA256
7100854228	0	17	ecdsa-with-SHA384
7100854240	0	17	ECDSA with SHA384
7100854268	0	17	ecdsa-with-SHA512
7100854280	0	17	ECDSA with SHA512
71008542a8	0	16	id-kp-serverAuth
71008542c0	0	29	TLS Web Server Authentication
71008542f0	0	16	id-kp-clientAuth
7100854308	0	29	TLS Web Client Authentication
7100854338	0	17	id-kp-codeSigning
7100854350	0	12	Code Signing
7100854370	0	21	id-kp-emailProtection
7100854388	0	17	E-mail Protection
71008543b0	0	18	id-kp-timeStamping
71008543c8	0	13	Time Stamping
71008543e8	0	17	id-kp-OCSPSigning
7100854400	0	12	OCSP Signing
7100854420	0	22	id-kp-wisun-fan-device
7100854438	0	40	Wi-SUN Alliance Field Area Network (FAN)
7100854468	0	22	id-ce-basicConstraints
7100854480	0	17	Basic Constraints
71008544a0	0	14	id-ce-keyUsage
71008544b0	0	9	Key Usage
71008544c8	0	17	id-ce-extKeyUsage
71008544e0	0	18	Extended Key Usage
7100854500	0	20	id-ce-subjectAltName
7100854518	0	16	Subject Alt Name
7100854540	0	20	id-netscape-certtype
7100854558	0	25	Netscape Certificate Type
7100854580	0	25	id-ce-certificatePolicies
71008545a0	0	20	Certificate Policies
71008545b8	0	16	id-at-commonName
71008545d0	0	11	Common Name
71008545e8	0	17	id-at-countryName
7100854600	0	7	Country
7100854610	0	14	id-at-locality
7100854620	0	8	Locality
7100854638	0	11	id-at-state
7100854650	0	22	id-at-organizationName
7100854668	0	12	Organization
7100854680	0	28	id-at-organizationalUnitName
71008546a0	0	8	Org Unit
71008546c0	0	14	E-mail address
71008546d8	0	18	id-at-serialNumber
71008546f0	0	13	Serial number
7100854708	0	19	id-at-postalAddress
7100854720	0	14	Postal address
7100854730	0	13	postalAddress
7100854748	0	16	id-at-postalCode
7100854760	0	11	Postal code
7100854778	0	13	id-at-surName
7100854788	0	7	Surname
7100854798	0	15	id-at-givenName
71008547a8	0	10	Given name
71008547c8	0	14	id-at-initials
71008547d8	0	8	Initials
71008547f0	0	25	id-at-generationQualifier
7100854810	0	20	Generation qualifier
7100854830	0	11	id-at-title
7100854840	0	5	Title
7100854850	0	17	id-at-dnQualifier
7100854868	0	28	Distinguished Name qualifier
7100854890	0	15	id-at-pseudonym
71008548a0	0	9	Pseudonym
71008548c0	0	18	id-domainComponent
71008548d8	0	16	Domain component
7100854900	0	22	id-at-uniqueIdentifier
7100854918	0	17	Unique Identifier
7100854930	0	16	uniqueIdentifier
7100854948	1	8	lp2p:sys
7100854968	1	5	ns:ec
7100854970	1	6	ns:web
7100854978	1	6	ns:rid
7100854980	1	5	ns:rt
7100854988	2	5	ns:ro
71008549a0	1	7	Default
71008549b8	0	16	/dev/nvhost-ctrl
71008549e8	1	8	_NXLINK_
71008549f8	8	7	stdnull
7100854a00	3	9	No memory
7100854a10	1	23	archive_read_data_block
7100854a28	1	56	Internal error: No format->read_data function registered
7100854a68	1	24	Negative skip requested.
7100854a88	1	18	archive_read_close
7100854aa0	1	17	archive_read_free
7100854ab8	1	34	archive_read_extract_set_skip_file
7100854ae0	1	30	archive_read_set_open_callback
7100854b00	1	30	archive_read_set_read_callback
7100854b20	1	30	archive_read_set_skip_callback
7100854b40	1	30	archive_read_set_seek_callback
7100854b60	1	31	archive_read_set_close_callback
7100854b80	1	32	archive_read_set_switch_callback
7100854ba8	0	31	archive_read_set_callback_data2
7100854bc8	1	10	No memory.
7100854bd8	1	24	Invalid index specified.
7100854bf8	1	30	archive_read_add_callback_data
7100854c18	1	22	archive_read_data_skip
7100854c30	1	24	archive_read_next_header
7100854c50	1	22	Premature end-of-file.
7100854c68	1	30	__archive_read_register_format
7100854c88	1	40	Not enough slots for format registration
7100854cb8	1	30	Unable to allocate copy buffer
7100854cd8	1	59	Truncated input file (needed %jd bytes, only %jd available)
7100854d18	1	55	Current client reader does not support seeking a device
7100854d50	1	17	archive_read_open
7100854d68	1	48	No reader function provided to archive_read_open
7100854da0	1	44	Input requires too many filters for decoding
7100854dd0	1	21	No formats registered
7100854de8	1	27	Unrecognized archive format
7100854e08	2	22	Error seeking in stdin
7100854e20	2	21	Error seeking in '%s'
7100854e38	2	21	Error seeking in '%S'
7100854e50	1	19	Error reading stdin
7100854e68	1	18	Error reading '%s'
7100854e80	1	18	Error reading '%S'
7100854e98	1	19	Failed to open '%s'
7100854eb0	1	50	Unexpedted operation in archive_read_open_filename
7100854ee8	1	15	Can't stat '%s'
7100854ef8	1	42	Lzma library error: Cannot allocate memory
7100854f28	1	33	Lzma library error: Out of memory
7100854f50	1	41	Lzma library error: format not recognized
7100854f80	1	35	Lzma library error: Invalid options
7100854fa8	1	40	Lzma library error: Corrupted input data
7100854fd8	1	44	Lzma library error:  No progress is possible
7100855008	1	41	Lzma decompression failed:  Unknown error
7100855038	1	20	mis-compiled library
7100855058	1	23	invalid setup parameter
7100855070	1	30	Unsupported filter %lx for %lx
7100855090	1	23	Invalid Delta parameter
71008550a8	2	24	Unexpected codec ID: %lX
71008550c8	1	44	Internal error initializing decompressor: %s
71008550f8	1	32	Couldn't initialize zlib stream.
7100855120	1	24	Malformed PPMd parameter
7100855140	1	33	Coludn't allocate memory for PPMd
7100855168	1	42	Crypto codec not supported yet (ID: 0x%lX)
7100855198	1	21	Unknown codec ID: %lX
71008551b0	5	21	Damaged 7-Zip archive
71008551c8	1	22	Truncated 7z file data
71008551e0	1	37	Failed to clean up bzip2 decompressor
7100855208	1	36	Failed to clean up zlib decompressor
7100855230	5	25	Truncated 7-Zip file body
7100855250	2	33	No memory for 7-Zip decompression
7100855278	1	22	BCJ2 conversion Failed
7100855290	1	24	Decompression failed(%d)
71008552b0	1	31	Failed to clean up decompressor
71008552d0	1	25	bzip decompression failed
71008552f0	1	30	File decompression failed (%d)
7100855310	1	29	Zstd decompression failed: %s
7100855330	1	28	Decompression internal error
7100855350	1	39	Failed to initialize PPMd range decoder
7100855378	1	21	Failed to decode PPMd
7100855390	1	25	Truncated 7-Zip file data
71008553b0	2	14	archive header
71008553c0	1	12	file content
71008553d0	1	48	The %s is encrypted, but currently not supported
7100855408	1	64	The %s is encoded with many filters, but currently not supported
7100855450	1	32	Unsupported form of BCJ2 streams
7100855478	4	23	Malformed 7-Zip archive
7100855490	1	36	7-Zip bad CRC: 0x%lx should be 0x%lx
71008554c0	1	30	Couldn't find out 7-Zip header
71008554e0	1	22	Not 7-Zip archive file
71008554f8	2	24	Couldn't allocate memory
7100855518	1	23	Malformed Header offset
7100855530	1	27	Unexpected Property ID = %X
7100855550	4	8	UTF-16LE
7100855560	1	34	Can't allocate memory for Pathname
7100855588	1	55	Pathname cannot be converted from %s to current locale.
71008555c0	1	33	Can't allocate memory for Symname
71008555e8	1	32	archive_read_support_format_7zip
7100855610	1	24	Can't allocate 7zip data
7100855630	3	8	UTF-16BE
7100855640	1	5	CP932
7100855658	1	17	Programming error
7100855670	1	56	Could not allocate memory for a string conversion object
71008556b0	1	63	A character-set conversion not fully supported on this platform
7100855700	0	6	closed
7100855708	0	12	archive_read
7100855718	0	13	archive_write
7100855728	0	13	archive_match
7100855738	1	17	archive_read_disk
7100855750	1	18	archive_write_disk
7100855768	1	27	PROGRAMMER ERROR: Function 
7100855788	1	38	 invoked with invalid archive handle.\n
71008557b0	1	87	PROGRAMMER ERROR: Function '%s' invoked on '%s' archive object, which is not supported.
7100855808	1	99	INTERNAL ERROR: Function '%s' invoked with archive structure in state '%s', should be in state '%s'
7100855878	1	17	 {0x%08x, 0x%08x}
7100855890	1	54	\n    combined CRCs: stored = 0x%08x, computed = 0x%08x
71008558c8	1	18	1.0.8, 13-Jul-2019
71008558e0	1	412	\n\nbzip2/libbzip2: internal error number %d.\nThis is a bug in bzip2/libbzip2, %s.\nPlease report it to: bzip2-devel@sourceware.org.  If this happened\nwhen you were using some program which uses libbzip2 as a\ncomponent, you should also report this bug to the author(s)\nof that program.  Please make an effort to report this bug;\ntimely and accurate bug reports eventually lead to higher\nquality software.  Thanks.\n\n
7100855a80	1	1056	\n*** A special note about internal error number 1007 ***\n\nExperience suggests that a common cause of i.e. 1007\nis unreliable memory or other hardware.  The 1007 assertion\njust happens to cross-check the results of huge numbers of\nmemory reads/writes, and so acts (unintendedly) as a stress\ntest of your memory system.\n\nI suggest the following: try compressing the file again,\npossibly monitoring progress in detail with the -vv flag.\n\n* If the error cannot be reproduced, and/or happens at different\n  points in compression, you may have a flaky memory system.\n  Try a memory-test program.  I have used Memtest86\n  (www.memtest86.com).  At the time of writing it is free (GPLd).\n  Memtest86 tests memory much more thorougly than your BIOSs\n  power-on test, and may find failures that the BIOS doesn't.\n\n* If the error can be repeatably reproduced, this is a bug in\n  bzip2, and I would very much like to hear about it.  Please\n  let me know, and, ideally, save a copy of the file causing the\n  problem -- without which I will be unable to investigate it.\n\n
7100855ea8	1	19	\n    [%d: huff+mtf 
7100855ec0	1	6	rt+rld
7100855ec8	1	14	std::bad_alloc
7100855ed8	1	35	__gnu_cxx::__concurrence_lock_error
7100855f00	1	37	__gnu_cxx::__concurrence_unlock_error
7100855f28	1	16	GLIBCXX_TUNABLES
7100855f40	2	8	obj_size
7100855f50	2	9	obj_count
7100855f60	0	15	glibcxx.eh_pool
7100855f70	1	14	std::exception
7100855f80	1	18	std::bad_exception
7100855f98	1	40	__gnu_cxx::__concurrence_broadcast_error
7100855fc8	1	35	__gnu_cxx::__concurrence_wait_error
7100856048	31	41	basic_string::_S_construct null not valid
7100856078	16	26	uninitialized __any_string
7100856098	2	44	cannot create shim for unknown locale::facet
71008560c8	4	18	basic_string::copy
71008560e0	2	23	basic_string::_S_create
71008560f8	4	28	basic_string::_M_replace_aux
7100856118	2	20	basic_string::assign
7100856130	2	20	basic_string::resize
7100856148	8	5	%.*Lf
7100856150	11	8	%m/%d/%y
7100856168	10	8	%H:%M:%S
7100856178	1	59	basic_filebuf::underflow codecvt::max_length() is not valid
71008561b8	1	53	basic_filebuf::underflow incomplete character in file
71008561f0	1	54	basic_filebuf::underflow invalid byte sequence in file
7100856228	1	47	basic_filebuf::underflow error reading the file
7100856258	1	44	basic_filebuf::xsgetn error reading the file
7100856288	1	54	basic_filebuf::_M_convert_to_external conversion error
71008562c0	1	17	bad_function_call
71008562d8	1	16	basic_ios::clear
71008562f8	1	49	random_device::_M_init_pretr1(const std::string&)
7100856330	1	47	Invalid collating element in regular expression
7100856360	1	45	Invalid character class in regular expression
7100856390	1	36	Invalid escape in regular expression
71008563b8	1	44	Invalid back reference in regular expression
71008563e8	1	44	Mismatched '[' and ']' in regular expression
7100856418	1	44	Mismatched '(' and ')' in regular expression
7100856448	1	44	Mismatched '{' and '}' in regular expression
7100856478	1	43	Invalid range in '{}' in regular expression
71008564a8	1	45	Invalid character range in regular expression
71008564d8	1	49	Insufficient memory to compile regular expression
7100856510	1	46	Invalid '?', '*', or '+' in regular expression
7100856540	1	56	Complexity of regex match exceeded implementation limits
7100856580	1	44	Insufficient memory to determine regex match
71008565b0	1	47	Unexpected null character in regular expression
71008565e0	1	33	Conflicting regex grammar options
7100856608	1	11	regex error
7100856618	1	7	generic
7100856620	1	6	system
7100856628	0	53	cannot advance non-dereferenceable directory iterator
7100856660	1	33	directory iterator cannot advance
7100856688	1	45	cannot increment recursive directory iterator
71008566b8	1	50	recursive directory iterator cannot open directory
71008566f0	1	20	cannot get file size
7100856708	1	6	status
7100856710	2	18	filesystem error: 
7100856728	1	25	std::bad_array_new_length
7100856748	1	13	std::bad_cast
7100856760	1	48	locale::facet::_S_create_c_locale name not valid
7100856798	7	36	-+xX0123456789abcdef0123456789ABCDEF
71008567c0	7	26	-+xX0123456789abcdefABCDEF
71008567e1	8	10	0123456789
7100856848	1	14	%a %b %e %T %Y
7100856868	5	11	%I:%M:%S %p
7100856878	3	7	January
7100856880	3	8	February
7100856890	3	5	March
7100856898	3	5	April
71008568b0	3	6	August
71008568b8	3	9	September
71008568c8	3	7	October
71008568d0	3	8	November
71008568e0	3	8	December
71008568f8	1	8	iostream
7100856908	1	14	iostream error
7100856918	1	12	, function: 
7100856928	1	46	assertion "%s" failed: file "%s", line %d%s%s\n
7100856958	1	6	%s%.*d
7100856960	1	7	%s%0.*d
7100856978	1	14	%.2d/%.2d/%.2d
7100856988	1	7	Y-%m-%d
